نام موسسه,عنوان دوره,مبلغ دوره,بازه سنی,مقطع تحصیلی
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",TRX بانوان 12 جلسه,150000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",کاردیو زوم بانوان تک جلسه ای,1000000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",کاردیو زوم بانوان 12 جلسه,150000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",حرکات اصلاحی-فیتنس بانوان تک جلسه ای,1000000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",حرکات اصلاحی-فیتنس بانوان 12 جلسه,150000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",CX-TRX بانوان تک جلسه ای,1000000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",CX-TRX بانوان 12 جلسه,150000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",ایروفیت بانوان تک جلسه ای,1000000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",ایروفیت بانوان 12 جلسه,150000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",کاردیوفیت بانوان تک جلسه ای,1000000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",کاردیوفیت بانوان 12 جلسه,150000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",حرکات اصلاحی بانوان تک جلسه ای,1000000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",حرکات اصلاحی بانوان 12 جلسه,150000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",جامپینگ بانوان تک جلسه ای,1000000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",جامپینگ بانوان 12 جلسه,150000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",CX و حرکات اصلاحی بانوان تک جلسه ای,1000000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",CX و حرکات اصلاحی بانوان 12 جلسه,150000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",TRX ترکیبی بانوان تک جلسه ای,1000000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",TRX ترکیبی بانوان 12 جلسه,150000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",فانکشنال بانوان تک جلسه ای,1000000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",فانکشنال بانوان 12 جلسه,150000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",ایروبیک CX بانوان تک جلسه ای,1000000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"باشگاه ورزشی اوتانا نجف آباد
(شماره تماس: 09133312400)
آدرس: نجف آباد، خیابان امام خمینی، نبش خیابان فارابی",ایروبیک CX  بانوان 12 جلسه,150000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",تحلیل بنیادی(مقدماتی و پیشرفته),8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",دوره مالی(رفتاری، روانشناسی و سرمایه گذاری),8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",مدیریت ریسک و سرمایه گذاری در بازارهای مالی,6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",ارزش گذاری سهام و اوراق,6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",تابلوخوانی بورس,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",آشنایی با بورس و سهام بازار سرمایه,5500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",مدیریت مالی برای مدیران غیرمالی,6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",MBA فشرده,6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",DBA فشرده,24500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",اکسل برای مدیران مالی(مقدماتی),25500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",سواد مالی(مقدماتی-فردی-خانوادگی),5500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",سواد مالی و آموزش سرمایه گذاری,5500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",مدیریت ارتباط با مشتری(CRM),6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",دوره ایده تا محصول فناورانه,6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",سیستم سازی کسب و کار(مقدماتی),4500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",سیستم سازی کسب و کار(پیشرفته),5500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",هنر خودمربیگری در کسب و کار,18500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",بازاریابی صادراتی,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",مبانی واردات و صادرات,5500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",فن بیان و سخنوری,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",زبان بدن,6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",کارآفرینی و مدیریت استارتاپ با کمک هوش مصنوعی,5500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",هوش تجاری,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",مدیریت فروش و اصول مذاکره,6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",مدیریت بازرگانی(مارکتینگ),8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",اکسل در داشبورد مدیریتی,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",دیجیتال مارکتینگ,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",تحلیل کسب و کار و R&D,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",حسابداری مقدماتی و پیشرفته,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",حسابداری حقوق و دستمزد(نرم افزار),7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",حسابداری مالیاتی,9500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",مشاور مالیاتی,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",آموزش نرم افزار حسابداری سپیدار,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",آموزش نرم افزار حسابداری نوآوران,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",آموزش نرم افزار حسابداری آساسیستم,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",آموزش تئوری حسابداری و نرم افزار پارسیان,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",اکسل ویژه حسابداری,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",آموزش حسابرسی,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",تنظیم و نگارش قراردادها,6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",دوره جامع حسابداری(از مبتدی تا بازار کار),6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",سیستم اطلاعات MIS,27500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",اصول لجستیک و زنجیره تامین(SCM),7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",مدیریت کیفیت(ISO 9001),8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",برنامه نویسی پایتون,9500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",برنامه نویسی پایتون,12500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",نرم افزار گمز,9500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",نرم افزار متلب,12500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",نرم افزار SPSS,12500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",نرم افزار مینی تب,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",مدیریت منابع انسانی کاربردی,9500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",اصول 5S و بهره وری,6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",برنامه نویسی تولید,6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",تحلیل سیستم ها,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",اکسل برای گروه مهندسی صنایع,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",اکسل برای برنامه ریزی و کنترل پروژه,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",HSE Plan,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",PMBOK,4500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",تحلیل ریسک با نرم افزار پریماورا,12500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",COMFAR,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",پریماورا P6 (مقدماتی و پیشرفته),8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",MS-Project (مقدماتی و پیشرفته),14500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",EPC,12900000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",AutoCad الکتریکال,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",برنامه نویسی PLC,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",MATLAB Simulink,9500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",Network+,9500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",Security+,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",CCNA,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",CCNP,12500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",Linux,14500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",وایرلس,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",نصب سیستم های امنیتی مقدماتی,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",نصب سیستم های امنیتی پیشرفته,6500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",مدیریت شبکه های ماکروسافت ویندوز,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",پیکربندی و مدیریت میکروتیک,10500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",مجازی سازی سرور با Vmware,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",استقرار فایروال و مدیریت امنیت شبکه,9500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",استقرار تلفن اینترنتی(Voip),8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",سیستم های امنیت تصویری,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",سیستم های امنیتی Genetec,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",ICDL سطح 1,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",ICDL سطح 2,5500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",Excel,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",Word,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",PowerPoint,5500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",فوتوشاپ مقدماتی,5500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",فوتوشاپ پیشرفته,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",طراحی وبسایت,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",برنامه نویسی اندروید,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",طراحی وب با CSS و HTML,12500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",اتوماسیون و یکپارچه سازی فرآیندها با N&N,8500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",برنامه نویسی با JavaScript,10500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"آموزشگاه فنی و حرفه ای قله استوار 20 درصد
(شماره تماس:09137062125)
آدرس: خیابان ارباب، کوچه 2",طراحی و مدیریت سایت با WordPress,7500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
